Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,data_source,simulated_weekly_score,simulated_weight_diff
18.0,Female,58.4,1.87,167,168.0,74.0,1.42,1306.0,Cardio,26.9,3.2,2.0,1.0,17.66,synthetic,16.003638143853976,-0.9688497216800198
48.0,Male,63.8,1.79,185,135.0,71.0,1.69,1242.0,HIIT,29.7,1.5,4.0,1.0,25.54,synthetic,31.43684725751886,0.8395966569975581
45.0,Male,94.6,1.69,178,147.0,56.0,1.95,1105.0,Yoga,29.9,1.8,2.0,2.0,15.15,synthetic,54.325908318730896,-0.37336481931610077
21.0,Female,40.0,1.58,165,134.0,69.0,1.05,624.0,Strength,29.2,1.7,3.0,1.0,12.47,synthetic,10.816342670669684,-1.0102156092308325
59.0,Female,71.1,1.73,184,125.0,66.0,1.07,691.0,Cardio,25.2,2.6,2.0,3.0,34.41,synthetic,38.276911880192245,0.4981056615361957
19.0,,116.6,1.72,187,126.0,70.0,1.1,779.0,Strength,23.8,2.6,3.0,2.0,16.61,synthetic,34.74343685429905,-0.5294353885906155
36.0,Female,55.0,1.77,161,142.0,74.0,1.04,1564.0,,19.8,3.2,2.0,2.0,21.97,synthetic,57.62584103427182,0.3076119099888864
33.0,Female,76.3,1.88,169,161.0,69.0,,1265.0,Cardio,24.2,1.5,4.0,2.0,14.97,synthetic,49.481418541075534,-0.5334069058068297
22.0,Female,48.6,1.72,177,156.0,70.0,1.39,708.0,Yoga,25.4,3.4,3.0,1.0,20.42,synthetic,50.58199285668252,-0.34786091482392295
42.0,Male,57.3,1.73,194,153.0,65.0,1.97,1132.0,Strength,22.2,3.2,4.0,1.0,19.54,synthetic,24.357524013426115,0.0948481634674333
36.0,Female,55.9,1.76,181,169.0,74.0,1.91,474.0,Strength,18.2,1.5,5.0,1.0,12.32,synthetic,36.84551303197037,-0.06728235392799525
41.0,Male,73.2,2.0,179,161.0,58.0,1.06,758.0,HIIT,17.6,1.8,2.0,1.0,18.61,synthetic,35.421099525678756,-1.896425424361391
23.0,Male,58.7,1.69,189,135.0,,1.37,1231.0,Yoga,26.6,3.3,2.0,1.0,23.64,synthetic,40.06092888159123,-1.1969949920755134
24.0,Female,91.8,1.82,171,140.0,52.0,2.0,1065.0,Strength,16.1,2.7,4.0,2.0,24.37,synthetic,75.61503576636397,0.4435279878326524
42.0,Female,47.7,1.72,183,150.0,57.0,1.95,782.0,Yoga,31.4,3.1,3.0,,14.27,synthetic,100.0,-0.4057092711212378
55.0,Female,51.9,1.64,171,150.0,68.0,1.05,1619.0,Strength,22.8,2.2,5.0,3.0,25.06,synthetic,95.15062525811462,-0.7189850422171374
36.0,Male,60.1,1.78,186,169.0,51.0,1.46,1108.0,Cardio,35.0,2.0,3.0,1.0,16.06,synthetic,30.92526949201183,-1.3868592122059795
18.0,Female,40.0,1.56,196,149.0,56.0,0.79,1027.0,Strength,27.6,1.9,2.0,1.0,12.98,synthetic,27.783610761666377,-1.1637890570206788
23.0,Female,64.7,2.0,184,169.0,55.0,1.46,860.0,Strength,32.4,2.5,5.0,2.0,20.45,synthetic,54.488142836714665,-1.917438911969558
24.0,Male,73.0,1.61,188,131.0,60.0,0.56,864.0,Yoga,27.4,3.6,2.0,2.0,12.36,synthetic,36.81801116577693,-0.3810245749612263
41.0,Male,90.3,1.76,180,,70.0,1.96,1596.0,Cardio,22.6,2.3,4.0,1.0,12.32,synthetic,29.96625542589048,-0.7787500644648375
48.0,Female,79.1,1.63,168,135.0,53.0,1.15,1302.0,Yoga,35.0,3.3,4.0,1.0,27.86,synthetic,24.008153774750717,-1.0732703127882521
47.0,Female,82.2,1.72,174,126.0,70.0,1.15,1211.0,Yoga,25.0,3.7,2.0,3.0,12.4,synthetic,65.46771950672725,-0.35449874013436244
54.0,Male,40.0,1.79,162,162.0,54.0,2.0,444.0,Yoga,16.9,2.3,5.0,3.0,22.6,synthetic,91.96387447456715,-0.00882349531780946
33.0,Female,60.7,1.57,179,135.0,69.0,1.24,964.0,HIIT,26.0,2.9,3.0,1.0,15.19,synthetic,34.553052085705104,1.3745583457679558
29.0,,48.9,1.7,194,145.0,55.0,1.12,487.0,Cardio,33.9,2.2,5.0,2.0,28.96,synthetic,54.94406886291848,-1.509506735650571
50.0,Female,76.4,1.54,172,133.0,71.0,1.3,1311.0,Strength,25.2,2.1,3.0,1.0,33.64,synthetic,26.815300810552618,0.6275048346404177
49.0,Female,95.6,1.67,164,134.0,74.0,1.71,466.0,Cardio,26.0,1.8,3.0,2.0,14.67,synthetic,38.58310885866495,0.4784812488120576
25.0,Female,85.1,1.98,185,148.0,58.0,1.29,785.0,Yoga,22.5,3.5,4.0,1.0,14.37,synthetic,28.06340540720282,-0.9232741915013605
34.0,Female,72.9,1.71,164,122.0,73.0,1.78,432.0,HIIT,27.8,1.5,2.0,2.0,20.67,synthetic,37.831776793971954,-0.13741123633117516
30.0,Female,42.2,1.63,177,134.0,74.0,2.0,685.0,Yoga,26.4,3.7,3.0,2.0,28.27,synthetic,26.4296338292694,-0.6661065994700922
49.0,Male,40.0,1.76,193,124.0,72.0,1.3,1196.0,Cardio,11.2,2.2,4.0,2.0,16.86,synthetic,54.17319314157301,-0.15144913566500884
18.0,Male,51.8,1.58,164,164.0,51.0,0.84,1110.0,Cardio,25.8,3.5,3.0,3.0,16.04,synthetic,73.78252491616716,0.9073048107236406
31.0,Male,91.5,,189,169.0,58.0,1.51,786.0,Yoga,24.6,3.6,3.0,1.0,19.09,synthetic,40.13449743242131,0.18448498610505043
22.0,Male,64.6,2.0,196,137.0,73.0,0.85,704.0,HIIT,21.4,2.5,3.0,3.0,22.43,synthetic,81.30811684554777,0.10688669858675365
47.0,Male,66.5,1.79,193,155.0,51.0,0.69,1656.0,,24.0,2.8,5.0,1.0,16.95,synthetic,24.75813175670795,-0.6442474559637139
54.0,Male,55.2,1.8,168,137.0,55.0,2.0,1472.0,HIIT,27.0,3.1,4.0,2.0,23.47,synthetic,73.54092566334188,-1.4872453319394683
49.0,Female,105.3,1.83,165,150.0,70.0,1.53,699.0,Strength,31.4,3.7,3.0,1.0,39.35,synthetic,15.685336955253527,-0.46677456843232634
18.0,Male,74.1,1.76,170,135.0,62.0,1.24,1214.0,Cardio,13.7,2.5,3.0,2.0,13.25,synthetic,55.82097703468616,0.6652865238911321
46.0,Female,40.0,1.75,170,142.0,63.0,0.96,919.0,Cardio,22.3,2.4,4.0,2.0,12.41,synthetic,52.73515901150168,-1.5217342852717182
18.0,Male,91.1,1.76,197,162.0,59.0,1.52,1362.0,Cardio,28.8,3.4,3.0,1.0,14.34,synthetic,15.405607632765202,-1.1440714945413561
21.0,Female,49.2,1.64,177,164.0,53.0,0.58,1114.0,HIIT,23.3,2.9,3.0,1.0,23.08,synthetic,21.27793223928947,-0.19898581101274543
44.0,Female,87.8,1.77,163,157.0,67.0,1.18,,Yoga,23.7,2.0,4.0,2.0,12.32,synthetic,65.88748619704185,-1.08772382787781
48.0,Female,40.0,1.77,180,127.0,54.0,1.48,1460.0,HIIT,27.2,2.4,5.0,3.0,18.51,synthetic,100.0,-0.9340187576921701
48.0,Female,60.0,1.92,165,140.0,72.0,2.0,1751.0,HIIT,11.1,1.5,2.0,2.0,32.68,synthetic,48.912435282721894,-0.6388788653825417
21.0,Male,56.1,1.54,\t182,168.0,52.0,1.34,1083.0,Strength,33.1,2.5,4.0,2.0,18.76,synthetic,50.11150578213726,-1.3924939233521196
51.0,Female,46.2,1.73,192,169.0,62.0,1.55,1389.0,Cardio,32.8,1.7,,3.0,14.87,synthetic,100.0,-1.0792974769730947
36.0,Male,68.2,1.91,188,131.0,69.0,2.0,1162.0,Strength,33.1,1.5,3.0,3.0,,synthetic,76.40886246911204,0.26274233342984704
44.0,Male,56.1,1.68,191,152.0,69.0,1.8,1223.0,Strength,15.4,2.6,4.0,2.0,17.28,synthetic,37.31560634437149,-1.3458958257847713
24.0,Male,51.7,1.93,182,158.0,70.0,,1783.0,Yoga,24.4,2.7,2.0,1.0,16.29,synthetic,23.231677141847815,-1.5782977075958702
51.0,Male,65.8,1.62,191,169.0,74.0,1.36,1073.0,HIIT,28.2,3.5,2.0,,21.21,synthetic,100.0,-0.8040199836271156
32.0,Female,40.0,1.88,174,148.0,50.0,1.94,1436.0,Strength,27.4,,2.0,3.0,12.32,synthetic,65.33963498131757,0.28556440200787664
45.0,Male,59.5,1.61,194,121.0,55.0,1.3,741.0,Cardio,24.5,2.0,4.0,3.0,21.71,synthetic,64.05296932733205,-0.45753744639751165
58.0,Male,73.5,1.93,175,169.0,61.0,1.45,1019.0,HIIT,14.0,2.7,2.0,2.0,14.74,synthetic,50.136001065697165,-0.6716648624924947
21.0,Male,54.7,1.56,191,157.0,55.0,1.13,682.0,\tCardio,25.2,1.5,4.0,2.0,,synthetic,49.672991603380886,-0.26451296198751434
18.0,Female,52.1,1.73,183,135.0,74.0,1.4,1141.0,Cardio,23.9,3.1,3.0,1.0,12.32,synthetic,13.30083164289712,-1.6965659462877218
59.0,Female,60.6,1.92,180,168.0,55.0,1.46,1046.0,,24.6,2.0,3.0,3.0,30.51,synthetic,38.0123778671835,0.09576452302002597
20.0,Female,104.3,1.79,197,158.0,72.0,1.3,933.0,Strength,23.4,3.2,2.0,3.0,16.4,synthetic,69.72485094949364,0.006748025122915335
39.0,Female,65.3,1.61,187,141.0,74.0,1.69,1783.0,HIIT,30.3,3.4,3.0,3.0,21.86,synthetic,92.72251596669744,-0.627446779276577
52.0,Male,47.8,1.79,168,144.0,68.0,0.95,715.0,Cardio,27.3,2.4,5.0,3.0,17.21,synthetic,100.0,0.5047396094371333
18.0,Female,51.1,1.83,180,130.0,57.0,1.05,939.0,Strength,17.0,3.0,3.0,2.0,16.85,synthetic,45.429037434137285,-1.201996879162431
34.0,Male,62.5,1.87,185,167.0,73.0,0.96,1353.0,Cardio,29.6,2.3,4.0,1.0,31.91,synthetic,13.612879396382192,0.6023271946028552
59.0,Female,57.4,1.56,190,156.0,72.0,1.15,813.0,Cardio,18.5,2.7,3.0,2.0,25.59,synthetic,53.80274256075024,-0.1764050675237991
37.0,Male,108.7,1.55,163,122.0,68.0,1.19,1104.0,Strength,26.9,1.6,4.0,2.0,26.23,synthetic,43.17114560811709,-0.5692420719025387
41.0,Female,40.0,1.6,164,143.0,73.0,1.52,727.0,Yoga,23.5,3.4,5.0,2.0,15.53,synthetic,63.01791899819466,-0.3158989082946492
53.0,Female,65.2,1.72,196,152.0,50.0,1.87,1073.0,Cardio,24.8,3.7,,1.0,22.39,synthetic,100.0,-0.3858118126487534
23.0,Male,90.0,1.58,172,164.0,60.0,0.78,682.0,Strength,25.0,3.2,4.0,1.0,12.32,synthetic,42.26933223884308,0.6762263171341736
28.0,Female,91.6,1.68,191,128.0,59.0,0.68,1783.0,Yoga,19.1,2.6,2.0,2.0,12.48,synthetic,43.99845923520047,-1.161343301976811
48.0,Female,84.1,1.69,187,136.0,56.0,1.68,758.0,Strength,22.2,2.3,3.0,3.0,16.11,synthetic,72.96326249823034,-0.9100153913172786
43.0,Female,57.8,1.57,190,142.0,56.0,1.39,698.0,Strength,21.3,1.6,4.0,1.0,20.73,synthetic,21.220174132434387,0.5290423136579838
55.0,Female,100.0,1.63,183,155.0,74.0,2.0,1256.0,Cardio,10.5,2.4,3.0,2.0,12.32,synthetic,41.7311964596014,-0.7764279481470875
30.0,Female,61.9,1.55,181,150.0,72.0,1.93,1117.0,HIIT,27.1,3.6,3.0,2.0,12.32,synthetic,47.73521108098473,0.4204264618652734
19.0,Male,58.6,1.64,187,135.0,66.0,1.18,1564.0,Yoga,10.0,3.4,3.0,2.0,21.91,synthetic,53.67365506816178,1.0595487864069677
21.0,Male,80.8,1.8,195,137.0,64.0,1.1,1285.0,Cardio,29.8,2.7,3.0,3.0,21.28,synthetic,84.13584626233249,-0.621436021553307
21.0,Female,42.7,1.81,166,139.0,71.0,1.42,1044.0,Cardio,26.0,3.2,3.0,3.0,12.32,synthetic,66.96821049319655,0.2450898612602443
29.0,Male,60.9,1.86,191,152.0,60.0,1.79,1108.0,Strength,31.5,1.5,4.0,3.0,42.08,synthetic,69.30688568959522,-1.2229538250718868
40.0,Male,78.8,1.7,176,169.0,63.0,1.78,1179.0,Strength,21.1,1.9,2.0,1.0,17.55,synthetic,17.288763989574313,0.3037866384542474
37.0,Female,85.3,1.69,162,136.0,71.0,1.49,859.0,HIIT,22.8,3.4,4.0,2.0,19.95,synthetic,54.78632705651564,-0.1404608112105863
47.0,Female,84.8,1.58,180,157.0,54.0,0.83,940.0,Cardio,26.3,1.9,5.0,2.0,17.99,synthetic,52.527883208521764,0.07843062572817222
50.0,Female,72.7,1.74,191,,67.0,0.77,1047.0,Cardio,15.5,3.5,3.0,3.0,12.32,synthetic,50.75759739727059,-0.816457657628316
43.0,Male,57.4,1.69,166,143.0,66.0,1.14,775.0,Strength,23.7,3.3,3.0,1.0,13.31,synthetic,33.8404539636105,-1.6288667324537383
33.0,Male,40.0,1.81,189,157.0,71.0,1.32,1298.0,HIIT,20.1,3.4,2.0,3.0,16.68,synthetic,77.36843897092433,0.10260165179960384
33.0,Female,129.9,1.56,189,138.0,73.0,2.0,993.0,Strength,34.0,2.3,3.0,2.0,24.54,synthetic,47.18672442881787,-1.9507225219835638
50.0,Male,55.0,1.5,177,120.0,69.0,1.07,715.0,Yoga,27.2,1.7,4.0,2.0,26.53,synthetic,53.37490717224872,-0.5538803937940279
45.0,Male,,1.7,162,120.0,63.0,1.79,731.0,Yoga,31.7,,4.0,3.0,13.71,synthetic,85.159392177041,0.4529454931359758
18.0,Male,41.6,1.94,168,153.0,57.0,0.86,1068.0,Strength,25.0,3.1,4.0,1.0,19.74,synthetic,14.374541431134574,-0.14648181130157112
43.0,Male,56.9,1.68,161,154.0,61.0,2.0,742.0,Strength,26.5,2.0,3.0,1.0,21.48,synthetic,19.709473226537053,1.2586741158318506
20.0,Female,84.8,1.74,165,151.0,59.0,1.49,717.0,HIIT,24.9,3.4,4.0,3.0,14.13,synthetic,87.94264679621827,0.5200873220654187
24.0,Female,96.9,1.88,181,166.0,72.0,1.36,1220.0,Cardio,15.8,3.7,3.0,2.0,30.18,synthetic,29.68710576830751,-0.8231187106604612
24.0,Male,81.2,1.56,182,166.0,66.0,1.62,1148.0,Yoga,25.5,2.7,4.0,3.0,31.34,synthetic,73.42557932166629,-0.27814929611884903
53.0,Female,70.5,1.9,198,146.0,69.0,0.84,766.0,Cardio,31.9,2.9,5.0,1.0,16.4,synthetic,21.43418195376595,-0.33789656203554874
38.0,Male,58.7,1.72,189,152.0,58.0,1.21,1063.0,HIIT,21.2,1.6,3.0,1.0,23.03,synthetic,29.664299824335263,-1.5657414106769019
26.0,Male,62.0,1.65,199,142.0,56.0,1.61,1361.0,HIIT,35.0,3.5,2.0,3.0,13.96,synthetic,69.64358517702516,-1.0523191331874826
18.0,Male,100.6,1.74,179,138.0,68.0,1.2,1261.0,Cardio,23.2,3.5,2.0,2.0,20.9,synthetic,28.848681840944906,-0.7486087255838882
33.0,Female,63.0,1.71,189,126.0,57.0,1.24,1175.0,Strength,25.6,3.2,3.0,1.0,15.02,synthetic,36.64739354457171,-1.9289764022847493
45.0,Male,52.7,1.82,172,129.0,69.0,0.62,1783.0,Yoga,22.9,3.2,3.0,1.0,24.95,synthetic,17.654084232019507,-0.26200522539868565
29.0,Male,79.4,1.71,186,124.0,74.0,2.0,877.0,Yoga,29.6,1.5,3.0,2.0,27.97,synthetic,37.44247562985619,-0.49925747572243256
18.0,,87.4,1.87,182,162.0,65.0,,1303.0,Strength,27.6,3.6,2.0,3.0,12.32,synthetic,72.00569197230944,-1.6383151210492595
57.0,Female,57.6,1.86,169,120.0,73.0,1.99,929.0,HIIT,22.9,2.4,,2.0,14.02,synthetic,100.0,0.023370292221865707
37.0,Male,108.5,1.97,192,120.0,74.0,2.0,1091.0,Cardio,27.2,1.5,2.0,1.0,23.59,synthetic,9.84178181021603,0.2726981957527676
52.0,Female,75.7,1.61,,139.0,64.0,2.0,1783.0,Yoga,24.6,2.8,2.0,2.0,17.49,synthetic,45.61679849847972,-0.11837241690808886
34.0,Female,73.9,1.75,192,165.0,74.0,1.64,816.0,Cardio,35.0,1.5,3.0,2.0,22.1,synthetic,54.28816500330573,-0.5592545401671761
57.0,Male,67.9,1.78,187,163.0,59.0,2.0,1168.0,Yoga,23.9,3.7,3.0,2.0,,synthetic,56.93105607263144,0.17315372140148394
36.0,Male,72.8,1.63,184,130.0,68.0,1.44,669.0,HIIT,25.1,1.7,3.0,3.0,12.32,synthetic,76.76441555277225,0.2441762883813529
34.0,Female,57.6,1.7,167,141.0,68.0,0.88,710.0,Cardio,14.7,1.5,3.0,2.0,15.66,synthetic,46.329721609166775,-0.05407714422424925
48.0,Female,49.3,1.74,179,142.0,74.0,1.31,723.0,HIIT,19.2,3.5,4.0,3.0,19.2,synthetic,71.7240977935128,-0.9596898003478087
18.0,Male,41.6,1.85,181,169.0,52.0,2.0,1130.0,Yoga,14.5,3.4,5.0,3.0,12.32,synthetic,85.86143883046375,-0.07871938759105543
33.0,Male,65.6,1.87,189,168.0,56.0,1.16,1437.0,Yoga,16.3,3.5,2.0,1.0,17.53,synthetic,9.27860988014393,0.6563845206603831
35.0,Female,47.5,1.81,,124.0,69.0,1.78,533.0,Yoga,26.4,3.2,3.0,2.0,26.59,synthetic,18.40149516505393,-0.7773032468893841
19.0,,86.3,1.89,164,131.0,74.0,0.97,1175.0,HIIT,19.5,2.4,,2.0,28.62,synthetic,100.0,1.378351471305945
43.0,Female,73.6,1.79,170,169.0,72.0,1.16,1408.0,Strength,17.4,1.5,4.0,1.0,14.69,synthetic,39.039348410861955,-0.7205047471883075
48.0,,40.0,2.0,194,159.0,70.0,1.48,419.0,Cardio,13.5,2.5,4.0,2.0,21.29,synthetic,31.370675644581617,-0.274074389327891
49.0,Female,56.0,1.6,183,169.0,66.0,0.98,1263.0,Strength,27.9,1.7,5.0,1.0,20.47,synthetic,24.902692952900622,-0.8379884768050689
48.0,Female,40.0,1.66,189,120.0,74.0,1.36,614.0,Cardio,14.8,2.1,3.0,1.0,12.32,synthetic,31.19154261005198,-0.12138333126379128
44.0,Female,88.2,1.88,192,169.0,51.0,2.0,1783.0,HIIT,28.5,1.9,4.0,2.0,12.32,synthetic,75.574954697117,-1.6937773541082202
27.0,Female,55.8,1.67,192,167.0,74.0,2.0,642.0,Yoga,28.8,3.4,3.0,2.0,28.68,synthetic,44.68793707675408,-0.7368334390533771
41.0,Male,73.2,1.75,190,137.0,58.0,1.24,1048.0,Strength,30.4,3.4,2.0,3.0,23.65,synthetic,62.71997058770866,-1.1736969602788538
44.0,Male,40.0,1.72,179,124.0,74.0,0.85,1043.0,Cardio,22.8,2.1,5.0,3.0,20.78,synthetic,83.1710355889516,-0.19172932168616724
54.0,Male,58.5,1.96,185,133.0,60.0,2.0,1131.0,Yoga,13.1,2.5,3.0,1.0,18.11,synthetic,38.74876419148185,0.49555790040712594
45.0,Female,57.5,1.55,190,123.0,54.0,1.33,893.0,HIIT,28.8,3.3,3.0,1.0,17.65,synthetic,18.540358208754647,0.21680494969164127
24.0,Female,55.6,1.73,175,120.0,71.0,1.09,775.0,Yoga,17.2,3.0,4.0,2.0,22.74,synthetic,47.00807993349746,-2.197327488687114
55.0,Female,,1.83,194,162.0,72.0,1.99,1374.0,HIIT,27.6,2.0,3.0,1.0,17.74,synthetic,20.172564778179677,1.3336557223423042
32.0,Female,42.4,1.79,176,135.0,56.0,1.63,843.0,Yoga,27.1,1.5,2.0,2.0,18.17,synthetic,35.466713917412875,-0.06377604750330529
18.0,,40.0,1.68,163,137.0,61.0,1.1,1470.0,Cardio,31.7,1.7,4.0,3.0,19.34,synthetic,81.22670315994796,-0.9211993123944002
33.0,Female,77.0,1.69,191,154.0,58.0,1.16,1187.0,Cardio,29.1,3.2,4.0,2.0,12.32,synthetic,71.2467845846956,-0.17429766480724732
28.0,Female,74.7,1.69,163,158.0,58.0,1.37,854.0,HIIT,14.0,3.4,4.0,2.0,13.79,synthetic,58.23079273116029,-0.1590481419978461
59.0,Male,65.1,1.68,161,144.0,62.0,2.0,1050.0,Strength,26.1,2.0,5.0,3.0,23.59,synthetic,82.47646497873713,-0.8334789735612509
21.0,Female,40.0,1.8,176,122.0,73.0,1.37,1171.0,HIIT,10.0,3.7,3.0,1.0,19.84,synthetic,22.081887310844557,-0.14166666612633957
23.0,Male,64.3,1.58,160,123.0,62.0,1.02,1360.0,Strength,22.0,3.4,4.0,1.0,19.45,synthetic,14.36809191303343,-0.7859778300962459
20.0,Female,43.6,1.6,165,141.0,60.0,1.37,1783.0,Strength,16.9,1.5,4.0,1.0,15.52,synthetic,38.83109777147159,-0.6234895941520182
21.0,Male,100.4,1.62,188,128.0,73.0,1.4,614.0,Strength,29.3,3.3,2.0,1.0,33.21,synthetic,6.906628029871978,-0.8490233086040675
48.0,Female,73.8,1.88,191,151.0,59.0,1.88,1783.0,Cardio,19.2,2.0,4.0,1.0,12.32,synthetic,28.195200864093742,-1.4461370317917224
23.0,Male,52.3,1.74,184,122.0,65.0,1.38,915.0,Yoga,10.0,3.5,4.0,1.0,18.17,synthetic,61.93107567844861,-0.18333082382769286
51.0,Male,57.3,1.71,188,169.0,50.0,1.09,1375.0,Strength,28.1,3.6,2.0,3.0,19.69,synthetic,72.98752908365687,0.1682395492130705
30.0,Male,70.7,1.64,196,136.0,,1.38,1608.0,Cardio,13.0,1.6,5.0,2.0,20.83,synthetic,52.48208949904816,0.11190687686109785
20.0,Male,92.8,2.0,195,154.0,58.0,1.44,676.0,Yoga,24.3,1.5,4.0,2.0,16.6,synthetic,50.736424037944566,0.3559402021081875
18.0,Male,56.2,1.75,164,127.0,57.0,1.45,952.0,Strength,29.6,3.5,4.0,3.0,17.29,synthetic,91.48445709196756,-0.040527831988105445
24.0,Female,65.3,1.74,178,168.0,63.0,1.12,984.0,HIIT,25.6,3.3,4.0,2.0,19.87,synthetic,56.13270410537764,-0.7261803985735229
37.0,Male,60.2,1.76,194,169.0,72.0,1.7,1114.0,Yoga,31.4,1.8,4.0,2.0,32.81,synthetic,28.90222021682633,0.37173109154495104
54.0,Female,56.6,1.67,199,123.0,60.0,1.09,962.0,Strength,25.0,3.1,5.0,2.0,12.32,synthetic,69.19228934575203,-1.386014031873548
30.0,Female,40.0,1.83,188,137.0,71.0,1.47,1783.0,,26.9,3.6,5.0,3.0,20.31,synthetic,78.31855914461006,-1.0205371060099842
21.0,,105.4,1.77,188,169.0,72.0,1.45,999.0,Strength,22.5,3.7,3.0,3.0,25.09,synthetic,93.59797776217545,-1.0713600571385957
34.0,Male,63.8,1.8,192,129.0,54.0,1.92,1229.0,Cardio,13.8,3.1,4.0,2.0,14.24,synthetic,65.80048065714648,0.5640448473114483
42.0,Female,58.4,1.7,164,156.0,50.0,1.43,1427.0,Strength,23.6,2.5,,1.0,16.68,synthetic,100.0,0.4542308113120605
43.0,Female,43.9,1.82,173,164.0,72.0,1.61,567.0,HIIT,16.3,3.2,3.0,1.0,19.29,synthetic,37.81016361735113,0.08984418963599589
24.0,Male,46.0,1.71,\n175,126.0,59.0,1.18,1725.0,Strength,26.1,1.5,2.0,1.0,15.44,synthetic,20.678555105274032,0.5575438921694378
37.0,Female,58.0,1.89,\t182,163.0,72.0,1.39,1156.0,Yoga,26.0,3.4,5.0,2.0,23.79,synthetic,68.52773675122219,-1.0034262259295905
55.0,Female,91.1,1.85,190,149.0,74.0,1.49,649.0,Strength,31.8,3.0,3.0,1.0,29.5,synthetic,23.09732817294475,-0.021123904111215674
43.0,Female,40.0,1.55,172,159.0,59.0,1.28,1480.0,Yoga,19.9,3.0,3.0,3.0,21.42,synthetic,66.53643345009127,-0.4001395427065314
59.0,Male,40.0,,185,132.0,50.0,1.32,1266.0,HIIT,22.7,2.3,4.0,3.0,12.32,synthetic,73.56450167682539,0.37750568310793114
49.0,Female,40.0,1.89,192,168.0,50.0,1.51,837.0,Strength,29.4,3.5,3.0,1.0,16.63,synthetic,35.29960817581161,-0.39217938604175806
27.0,Female,96.8,1.73,174,136.0,71.0,1.91,887.0,Strength,31.7,2.6,3.0,2.0,19.05,synthetic,46.65224667893459,-0.6079543107280649
18.0,Male,80.5,,196,159.0,55.0,2.0,816.0,Yoga,25.2,2.3,2.0,1.0,22.13,synthetic,15.963515367580033,0.132726814848792
36.0,Male,69.0,1.76,191,153.0,73.0,1.01,1276.0,,16.7,2.9,4.0,1.0,13.89,synthetic,20.44877420650647,0.40093533375298634
20.0,Male,43.5,1.52,189,146.0,63.0,2.0,1213.0,Strength,24.3,2.5,4.0,2.0,25.35,synthetic,58.71099065593461,-0.8346761558774414
55.0,Male,54.2,1.62,197,127.0,56.0,1.18,335.0,Strength,28.3,2.4,2.0,1.0,20.94,synthetic,40.625249192431454,-0.3488605370819009
34.0,Male,59.8,1.77,186,151.0,55.0,0.97,792.0,Yoga,23.0,2.1,3.0,2.0,24.41,synthetic,39.32467085745727,-1.1467525069133222
18.0,Female,52.2,1.75,171,165.0,72.0,1.45,570.0,Strength,26.1,3.4,4.0,1.0,12.48,synthetic,30.24219456672758,-2.2984488139943515
40.0,Male,45.4,1.84,167,156.0,50.0,1.13,771.0,Cardio,11.5,3.5,4.0,2.0,12.32,synthetic,69.12220555415429,-0.1396322948690168
28.0,Female,62.1,1.68,191,130.0,74.0,0.85,1098.0,Strength,13.9,2.8,4.0,2.0,28.14,synthetic,49.493586087542845,0.1871242850037056
26.0,Male,72.8,1.57,196,138.0,61.0,1.04,1382.0,Strength,29.8,3.4,2.0,3.0,16.61,synthetic,74.52371796249734,-0.09034655273061956
27.0,Female,73.5,1.92,168,155.0,50.0,1.18,1048.0,Strength,14.2,3.4,5.0,2.0,18.37,synthetic,49.376064718531204,-1.8596493742034939
22.0,Male,78.4,1.66,182,168.0,70.0,1.67,495.0,Strength,10.0,2.5,3.0,,19.29,synthetic,100.0,-0.5806795440611796
51.0,Female,87.1,1.77,185,126.0,60.0,1.46,990.0,Cardio,21.1,3.4,2.0,1.0,12.9,synthetic,18.128557349954512,-2.074678208040865
45.0,Male,76.3,1.67,177,168.0,50.0,1.41,1013.0,Cardio,11.6,3.1,3.0,3.0,14.42,synthetic,84.85729995679863,0.7957608861233478
33.0,Female,75.5,1.85,181,147.0,59.0,1.22,1267.0,HIIT,21.8,2.8,3.0,2.0,18.19,synthetic,61.87386051564751,-1.168843665694469
44.0,Female,49.3,1.55,193,168.0,72.0,1.48,918.0,Cardio,21.5,3.6,5.0,1.0,21.77,synthetic,60.895636420186136,0.704322887567917
56.0,Female,92.0,1.86,184,167.0,71.0,1.56,999.0,Cardio,24.2,2.1,5.0,3.0,31.52,synthetic,81.01633173213575,0.4566957149473166
35.0,Male,44.0,1.59,168,144.0,54.0,1.39,1040.0,,29.0,3.4,2.0,2.0,27.49,synthetic,44.522963165821665,-1.0204722820288494
46.0,Male,92.6,1.76,197,144.0,74.0,0.96,1291.0,HIIT,13.8,3.3,2.0,2.0,12.37,synthetic,46.94384301577336,-1.2062279610141962
59.0,,50.2,1.6,174,169.0,55.0,1.33,,Strength,,1.5,4.0,2.0,13.4,synthetic,51.46833707189312,-0.019703826890929366
23.0,Male,83.0,1.74,160,120.0,72.0,1.35,1628.0,Yoga,21.0,3.3,5.0,2.0,15.13,synthetic,63.38483843461691,-0.9754592297464568
21.0,Female,78.5,1.8,179,169.0,59.0,1.64,683.0,Yoga,23.9,2.7,4.0,1.0,22.33,synthetic,27.045985898609707,-0.21801228627343394
